Driver,Team,Grid,Finishpos,FastestLap,AverageTime,pitstops
VET,Aston Martin,10.0,8.0,0 days 00:01:41.538000,0 days 00:01:42.994425531,2
MAG,Haas F1 Team,13.0,9.0,0 days 00:01:42.546000,0 days 00:01:43.981553191,1
TSU,AlphaTauri,19.0,10.0,0 days 00:01:42.206000,0 days 00:01:43.442488888,2
OCO,Alpine,0.0,11.0,0 days 00:01:41.243000,0 days 00:01:43.609413043,2
ZHO,Alfa Romeo,18.0,12.0,0 days 00:01:42.394000,0 days 00:01:43.942543478,2
ALB,Williams,8.0,13.0,0 days 00:01:42.471000,0 days 00:01:44.081425531,2
GAS,AlphaTauri,11.0,14.0,0 days 00:01:41.674000,0 days 00:01:43.413000,2
MSC,Haas F1 Team,16.0,15.0,0 days 00:01:42.320000,0 days 00:01:43.816543478,2
RIC,McLaren,15.0,16.0,0 days 00:01:42.420000,0 days 00:01:43.963088888,2
LAT,Williams,17.0,17.0,0 days 00:01:43.485000,0 days 00:01:44.493666666,2
STR,Aston Martin,5.0,18.0,0 days 00:01:43.080000,0 days 00:01:44.027125,1
BOT,Alfa Romeo,7.0,19.0,0 days 00:01:43.391000,0 days 00:01:44.605800,1
SAI,Ferrari,1.0,20.0,0 days 00:01:55.016000,0 days 00:01:55.016000,0
VER,Red Bull Racing,1.0,1.0,0 days 00:01:22.046000,0 days 00:01:22.844985294,1
HAM,Mercedes,3.0,2.0,0 days 00:01:22.062000,0 days 00:01:23.024970588,1
PER,Red Bull Racing,4.0,3.0,0 days 00:01:21.775000,0 days 00:01:23.043058823,1
RUS,Mercedes,2.0,4.0,0 days 00:01:20.153000,0 days 00:01:22.973062500,2
SAI,Ferrari,5.0,5.0,0 days 00:01:22.199000,0 days 00:01:23.553000,1
LEC,Ferrari,7.0,6.0,0 days 00:01:22.603000,0 days 00:01:23.715470588,1
RIC,McLaren,11.0,7.0,0 days 00:01:22.022000,0 days 00:01:24.278641791,1
OCO,Alpine,10.0,8.0,0 days 00:01:23.279000,0 days 00:01:24.448134328,1
NOR,McLaren,8.0,9.0,0 days 00:01:23.402000,0 days 00:01:24.486910447,1
BOT,Alfa Romeo,6.0,10.0,0 days 00:01:23.363000,0 days 00:01:24.515343283,1
GAS,AlphaTauri,14.0,11.0,0 days 00:01:22.277000,0 days 00:01:24.349090909,1
ALB,Williams,17.0,12.0,0 days 00:01:22.914000,0 days 00:01:24.436939393,1
ZHO,Alfa Romeo,12.0,13.0,0 days 00:01:22.260000,0 days 00:01:24.627575757,1
VET,Aston Martin,16.0,14.0,0 days 00:01:23.086000,0 days 00:01:24.747402985,1
STR,Aston Martin,20.0,15.0,0 days 00:01:22.463000,0 days 00:01:24.357387096,2
MSC,Haas F1 Team,15.0,16.0,0 days 00:01:23.641000,0 days 00:01:24.996417910,1
MAG,Haas F1 Team,19.0,17.0,0 days 00:01:23.300000,0 days 00:01:24.991731343,1
LAT,Williams,18.0,18.0,0 days 00:01:23.709000,0 days 00:01:25.543656250,2
ALO,Alpine,9.0,19.0,0 days 00:01:22.866000,0 days 00:01:24.425433333,1
TSU,AlphaTauri,13.0,20.0,0 days 00:01:23.403000,0 days 00:01:24.627255319,1
RUS,Mercedes,1.0,1.0,0 days 00:01:13.785000,0 days 00:01:15.676574074,2
HAM,Mercedes,2.0,2.0,0 days 00:01:13.942000,0 days 00:01:15.718641509,2
SAI,Ferrari,7.0,3.0,0 days 00:01:13.953000,0 days 00:01:15.753962962,3
LEC,Ferrari,5.0,4.0,0 days 00:01:14.253000,0 days 00:01:15.913137254,3
ALO,Alpine,17.0,5.0,0 days 00:01:14.164000,0 days 00:01:16.233557692,3
VER,Red Bull Racing,3.0,6.0,0 days 00:01:14.195000,0 days 00:01:15.991803921,3
PER,Red Bull Racing,4.0,7.0,0 days 00:01:14.283000,0 days 00:01:16.112314814,2
OCO,Alpine,16.0,8.0,0 days 00:01:15.093000,0 days 00:01:16.701115384,2
BOT,Alfa Romeo,14.0,9.0,0 days 00:01:15.511000,0 days 00:01:16.817452830,2
STR,Aston Martin,15.0,10.0,0 days 00:01:14.831000,0 days 00:01:17.086692307,2
VET,Aston Martin,9.0,11.0,0 days 00:01:15.549000,0 days 00:01:16.917773584,2
ZHO,Alfa Romeo,13.0,12.0,0 days 00:01:15.802000,0 days 00:01:17.184471698,2
MSC,Haas F1 Team,12.0,13.0,0 days 00:01:15.251000,0 days 00:01:17.188716981,2
GAS,AlphaTauri,10.0,14.0,0 days 00:01:15.327000,0 days 00:01:17.011037735,3
ALB,Williams,19.0,15.0,0 days 00:01:15.613000,0 days 00:01:17.523886792,3
LAT,Williams,18.0,16.0,0 days 00:01:15.327000,0 days 00:01:17.511907407,3
TSU,AlphaTauri,0.0,17.0,0 days 00:01:15.508000,0 days 00:01:17.274686274,3
NOR,McLaren,6.0,18.0,0 days 00:01:15.855000,0 days 00:01:17.380439024,2
MAG,Haas F1 Team,8.0,19.0,,,0
RIC,McLaren,11.0,20.0,,,0
VER,Red Bull Racing,1.0,1.0,0 days 00:01:29.392000,0 days 00:01:30.433631578,1
LEC,Ferrari,3.0,2.0,0 days 00:01:29.719000,0 days 00:01:30.587438596,1
PER,Red Bull Racing,2.0,3.0,0 days 00:01:28.972000,0 days 00:01:30.257196428,2
SAI,Ferrari,4.0,4.0,0 days 00:01:28.879000,0 days 00:01:30.451836363,2
RUS,Mercedes,6.0,5.0,0 days 00:01:28.836000,0 days 00:01:30.497145454,2
NOR,McLaren,7.0,6.0,0 days 00:01:28.391000,0 days 00:01:30.993218181,2
OCO,Alpine,8.0,7.0,0 days 00:01:29.333000,0 days 00:01:30.989218181,2
STR,Aston Martin,14.0,8.0,0 days 00:01:29.620000,0 days 00:01:31.327927272,2
RIC,McLaren,13.0,9.0,0 days 00:01:30.785000,0 days 00:01:31.728607142,1
VET,Aston Martin,9.0,10.0,0 days 00:01:30.312000,0 days 00:01:31.764214285,1
TSU,AlphaTauri,11.0,11.0,0 days 00:01:29.489000,0 days 00:01:31.501418181,2
ZHO,Alfa Romeo,15.0,12.0,0 days 00:01:29.600000,0 days 00:01:31.835351851,2
ALB,Williams,19.0,13.0,0 days 00:01:29.939000,0 days 00:01:31.881925925,2
GAS,AlphaTauri,17.0,14.0,0 days 00:01:31.018000,0 days 00:01:32.236727272,1
BOT,Alfa Romeo,18.0,15.0,0 days 00:01:30.352000,0 days 00:01:32.350927272,1
MSC,Haas F1 Team,12.0,16.0,0 days 00:01:29.833000,0 days 00:01:32.112037735,2
MAG,Haas F1 Team,16.0,17.0,0 days 00:01:31.158000,0 days 00:01:32.770436363,1
HAM,Mercedes,5.0,18.0,0 days 00:01:29.788000,0 days 00:01:30.915396226,1
LAT,Williams,20.0,19.0,0 days 00:01:30.309000,0 days 00:01:32.460400,2
ALO,Alpine,10.0,20.0,0 days 00:01:30.579000,0 days 00:01:32.190320,1
VER,Red Bull Racing,1.0,1.0,0 days 00:01:36.236000,0 days 00:01:37.633000,2
PER,Red Bull Racing,2.0,2.0,0 days 00:01:36.344000,0 days 00:01:37.918870370,2
ALO,Aston Martin,5.0,3.0,0 days 00:01:36.156000,0 days 00:01:38.263603773,2
SAI,Ferrari,4.0,4.0,0 days 00:01:37.130000,0 days 00:01:38.534333333,2
HAM,Mercedes,7.0,5.0,0 days 00:01:36.546000,0 days 00:01:38.475547169,2
STR,Aston Martin,8.0,6.0,0 days 00:01:36.546000,0 days 00:01:38.543773584,2
RUS,Mercedes,6.0,7.0,0 days 00:01:37.035000,0 days 00:01:38.521924528,2
BOT,Alfa Romeo,12.0,8.0,0 days 00:01:37.379000,0 days 00:01:38.969622641,2
GAS,Alpine,20.0,9.0,0 days 00:01:35.068000,0 days 00:01:38.308680,3
ALB,Williams,15.0,10.0,0 days 00:01:37.144000,0 days 00:01:38.783490196,3
TSU,AlphaTauri,14.0,11.0,0 days 00:01:36.637000,0 days 00:01:38.721392156,3
SAR,Williams,16.0,12.0,0 days 00:01:36.037000,0 days 00:01:38.964240,3
MAG,Haas F1 Team,17.0,13.0,0 days 00:01:36.471000,0 days 00:01:39.148000,3
DEV,AlphaTauri,19.0,14.0,0 days 00:01:37.709000,0 days 00:01:39.493400,2
HUL,Haas F1 Team,10.0,15.0,0 days 00:01:36.616000,0 days 00:01:38.958760,3
ZHO,Alfa Romeo,13.0,16.0,0 days 00:01:33.996000,0 days 00:01:38.711567567,3
NOR,McLaren,11.0,17.0,0 days 00:01:35.257000,0 days 00:01:38.614666666,6
OCO,Alpine,9.0,18.0,0 days 00:01:36.797000,0 days 00:01:39.491470588,3
LEC,Ferrari,3.0,19.0,0 days 00:01:37.170000,0 days 00:01:38.591108108,2
PIA,McLaren,18.0,20.0,0 days 00:01:40.691000,0 days 00:01:41.118181818,0
PER,Red Bull Racing,1.0,1.0,0 days 00:01:32.188000,0 days 00:01:33.540510638,1
VER,Red Bull Racing,15.0,2.0,0 days 00:01:31.906000,0 days 00:01:33.845847826,1
ALO,Aston Martin,2.0,3.0,0 days 00:01:32.240000,0 days 00:01:34.095723404,1
RUS,Mercedes,3.0,4.0,0 days 00:01:32.433000,0 days 00:01:34.371914893,1
HAM,Mercedes,7.0,5.0,0 days 00:01:32.941000,0 days 00:01:34.632521739,1
SAI,Ferrari,4.0,6.0,0 days 00:01:32.822000,0 days 00:01:34.593886363,1
LEC,Ferrari,12.0,7.0,0 days 00:01:33.056000,0 days 00:01:34.756311111,1
OCO,Alpine,6.0,8.0,0 days 00:01:33.222000,0 days 00:01:35.137755555,1
GAS,Alpine,9.0,9.0,0 days 00:01:33.392000,0 days 00:01:35.182954545,1
MAG,Haas F1 Team,13.0,10.0,0 days 00:01:33.374000,0 days 00:01:35.396045454,1
TSU,AlphaTauri,16.0,11.0,0 days 00:01:33.931000,0 days 00:01:35.512044444,1
HUL,Haas F1 Team,10.0,12.0,0 days 00:01:33.780000,0 days 00:01:35.606454545,1
ZHO,Alfa Romeo,11.0,13.0,0 days 00:01:33.894000,0 days 00:01:35.603681818,2
DEV,AlphaTauri,18.0,14.0,0 days 00:01:33.609000,0 days 00:01:35.735931818,1
PIA,McLaren,8.0,15.0,0 days 00:01:34.287000,0 days 00:01:35.656068181,1
SAR,Williams,20.0,16.0,0 days 00:01:34.469000,0 days 00:01:36.063577777,1
NOR,McLaren,19.0,17.0,0 days 00:01:34.122000,0 days 00:01:35.717604651,2
BOT,Alfa Romeo,14.0,18.0,0 days 00:01:34.384000,0 days 00:01:36.578142857,3
ALB,Williams,17.0,19.0,0 days 00:01:35.567000,0 days 00:01:36.849523809,1
STR,Aston Martin,5.0,20.0,0 days 00:01:35.140000,0 days 00:01:36.191933333,1
VER,Red Bull Racing,1.0,1.0,0 days 00:01:20.342000,0 days 00:01:21.862159090,3
HAM,Mercedes,3.0,2.0,0 days 00:01:20.613000,0 days 00:01:22.084022727,3
ALO,Aston Martin,4.0,3.0,0 days 00:01:20.476000,0 days 00:01:22.085568181,3
STR,Aston Martin,6.0,4.0,0 days 00:01:20.934000,0 days 00:01:22.263704545,3
PER,Red Bull Racing,20.0,5.0,0 days 00:01:20.235000,0 days 00:01:22.119697674,5
NOR,McLaren,13.0,6.0,0 days 00:01:21.173000,0 days 00:01:22.492795454,3
HUL,Haas F1 Team,10.0,7.0,0 days 00:01:21.124000,0 days 00:01:22.573568181,3
PIA,McLaren,16.0,8.0,0 days 00:01:21.335000,0 days 00:01:22.887295454,4
ZHO,Alfa Romeo,17.0,9.0,0 days 00:01:21.819000,0 days 00:01:23.314431818,5
TSU,AlphaTauri,12.0,10.0,0 days 00:01:21.789000,0 days 00:01:23.370627906,4
BOT,Alfa Romeo,19.0,11.0,0 days 00:01:22.233000,0 days 00:01:23.542930232,6
SAI,Ferrari,5.0,12.0,0 days 00:01:20.467000,0 days 00:01:22.051113636,4
GAS,Alpine,9.0,13.0,0 days 00:01:20.995000,0 days 00:01:22.288818181,2
OCO,Alpine,11.0,14.0,0 days 00:01:21.203000,0 days 00:01:22.578409090,3
DEV,AlphaTauri,15.0,15.0,0 days 00:01:21.183000,0 days 00:01:23.904195121,4
SAR,Williams,18.0,16.0,0 days 00:01:21.456000,0 days 00:01:23.712219512,6
MAG,Haas F1 Team,14.0,17.0,0 days 00:01:21.685000,0 days 00:01:23.161558139,2
RUS,Mercedes,2.0,18.0,0 days 00:01:22.680000,0 days 00:01:23.305555555,2
ALB,Williams,8.0,19.0,0 days 00:01:23.349000,0 days 00:01:23.771666666,0
LEC,Ferrari,7.0,20.0,,,0
PER,Red Bull Racing,3.0,1.0,0 days 00:01:44.589000,0 days 00:01:45.785541666,1
VER,Red Bull Racing,2.0,2.0,0 days 00:01:44.232000,0 days 00:01:45.890395833,1
LEC,Ferrari,1.0,3.0,0 days 00:01:44.561000,0 days 00:01:46.289375,1
ALO,Aston Martin,6.0,4.0,0 days 00:01:44.241000,0 days 00:01:46.261297872,1
SAI,Ferrari,4.0,5.0,0 days 00:01:45.175000,0 days 00:01:46.722361702,1
HAM,Mercedes,5.0,6.0,0 days 00:01:45.346000,0 days 00:01:46.688555555,1
STR,Aston Martin,9.0,7.0,0 days 00:01:45.627000,0 days 00:01:46.895340425,1
RUS,Mercedes,11.0,8.0,0 days 00:01:43.370000,0 days 00:01:46.918200,2
NOR,McLaren,7.0,9.0,0 days 00:01:45.738000,0 days 00:01:47.615369565,1
TSU,AlphaTauri,8.0,10.0,0 days 00:01:45.727000,0 days 00:01:47.719088888,1
PIA,McLaren,10.0,11.0,0 days 00:01:45.631000,0 days 00:01:47.795422222,1
ALB,Williams,12.0,12.0,0 days 00:01:45.925000,0 days 00:01:47.846688888,1
MAG,Haas F1 Team,16.0,13.0,0 days 00:01:45.850000,0 days 00:01:47.810847826,1
GAS,Alpine,17.0,14.0,0 days 00:01:45.540000,0 days 00:01:47.386139534,2
OCO,Alpine,19.0,15.0,0 days 00:01:45.908000,0 days 00:01:47.784533333,1
SAR,Williams,14.0,16.0,0 days 00:01:46.501000,0 days 00:01:48.044068181,1
HUL,Haas F1 Team,20.0,17.0,0 days 00:01:46.731000,0 days 00:01:48.120568181,1
BOT,Alfa Romeo,13.0,18.0,0 days 00:01:46.304000,0 days 00:01:48.357441860,3
ZHO,Alfa Romeo,15.0,19.0,0 days 00:01:47.553000,0 days 00:01:48.851812500,1
DEV,AlphaTauri,18.0,20.0,0 days 00:01:48.781000,0 days 00:01:49.323250,0
VER,Red Bull Racing,9.0,1.0,0 days 00:01:29.708000,0 days 00:01:31.825345454,1
PER,Red Bull Racing,1.0,2.0,0 days 00:01:30.560000,0 days 00:01:31.980654545,1
ALO,Aston Martin,2.0,3.0,0 days 00:01:30.519000,0 days 00:01:32.277129629,1
RUS,Mercedes,6.0,4.0,0 days 00:01:31.015000,0 days 00:01:32.342666666,1
SAI,Ferrari,3.0,5.0,0 days 00:01:31.362000,0 days 00:01:32.566181818,1
HAM,Mercedes,13.0,6.0,0 days 00:01:30.669000,0 days 00:01:32.633685185,1
LEC,Ferrari,7.0,7.0,0 days 00:01:31.434000,0 days 00:01:32.774509090,1
GAS,Alpine,5.0,8.0,0 days 00:01:31.971000,0 days 00:01:32.856327272,1
OCO,Alpine,8.0,9.0,0 days 00:01:31.143000,0 days 00:01:32.880909090,1
MAG,Haas F1 Team,4.0,10.0,0 days 00:01:31.691000,0 days 00:01:32.856203703,1
TSU,AlphaTauri,17.0,11.0,0 days 00:01:31.038000,0 days 00:01:32.914527272,1
STR,Aston Martin,18.0,12.0,0 days 00:01:30.862000,0 days 00:01:32.832981481,1
